INSTNM,CITY,STATE,STABBR,ZIP,LATITUDE,LONGITUDE,INSTURL
Community College of Vermont,Montpelier,Vermont ,VT,05602,44.280811,-72.573774,www.ccv.edu/
Compass Career College,Hammond,Louisiana ,LA,70403,30.476327,-90.479356,www.compasscareercollege.net/
Compass College of Film and Media,Grand Rapids,Michigan ,MI,49503,42.961875,-85.667065,compass.edu/
Compton College,Compton,California ,CA,90221-5393,33.878226,-118.209463,www.compton.edu/
Compu-Med Vocational Careers Corp,Miami,Florida ,FL,33165,nan,nan,compumedschool.com/
Compu-Med Vocational Careers Corp,Hialeah,Florida ,FL,33012-4861,25.848446,-80.306915,compumed.edu/
Computer Career Center-Las Cruces,Las Cruces,New Mexico ,NM,88011,nan,nan,vistacollege.edu/
Conception Seminary College,Conception,Missouri ,MO,64433-0502,40.24044,-94.682831,www.conception.edu/
Concord University,Athens,West Virginia ,WV,24712,37.423723,-81.006696,https://www.concord.edu/
Concorde Career College-Aurora,Aurora,Colorado ,CO,80010-4314,39.718699,-104.867089,https://www.concorde.edu/campus/aurora-colorado
Concorde Career College-Dallas,Dallas,Texas ,TX,75243,32.91856,-96.741711,https://www.concorde.edu/campus/dallas-texas
Concorde Career College-Garden Grove,Garden Grove,California ,CA,92840-9201,33.774741,-117.938395,https://www.concorde.edu/campus/garden-grove-california
Concorde Career College-Grand Prairie,Grand Prairie,Texas ,TX,75052-3831,32.675369,-97.05498,https://www.concorde.edu/campus/grand-prairie-texas
Concorde Career College-Kansas City,Kansas City,Missouri ,MO,64111,39.06799,-94.589819,https://www.concorde.edu/campus/kansas-city-missouri
Concorde Career College-Memphis,Memphis,Tennessee ,TN,38137-0132,35.112892,-89.891723,https://www.concorde.edu/campus/memphis-tennessee
Concorde Career College-North Hollywood,North Hollywood,California ,CA,91606-3134,34.186407,-118.403627,https://www.concorde.edu/campus/north-hollywood-california
Concorde Career College-Portland,Portland,Oregon ,OR,97232-4203,45.528354,-122.650703,https://www.concorde.edu/campus/portland-oregon
Concorde Career College-San Antonio,San Antonio,Texas ,TX,78229,29.49003,-98.582351,https://www.concorde.edu/campus/san-antonio-texas
Concorde Career College-San Bernardino,San Bernardino,California ,CA,92408-3403,34.066823,-117.283995,https://www.concorde.edu/campus/san-bernardino-california
Concorde Career College-San Diego,San Diego,California ,CA,92113-1964,32.702814,-117.102845,https://www.concorde.edu/campus/san-diego-california
Concorde Career College-Southaven,Southaven,Mississippi ,MS,38671,34.976181,-89.988876,https://www.concorde.edu/campus/southaven-mississippi
Concorde Career Institute-Jacksonville,Jacksonville,Florida ,FL,32256-6905,30.23886,-81.581748,https://www.concorde.edu/campus/jacksonville-florida
Concorde Career Institute-Miramar,Miramar,Florida ,FL,33025,25.977088,-80.291516,https://www.concorde.edu/campus/miramar-florida
Concorde Career Institute-Orlando,Orlando,Florida ,FL,32803,28.55984,-81.340421,https://www.concorde.edu/campus/orlando-florida
Concorde Career Institute-Tampa,Tampa,Florida ,FL,33607-4127,27.959148,-82.514341,https://www.concorde.edu/campus/tampa-florida
Concordia College,Bronxville,New York ,NY,10708-1998,40.943382,-73.82202,www.concordia-ny.edu/
Concordia College at Moorhead,Moorhead,Minnesota ,MN,56562,46.862482,-96.76749,https://www.concordiacollege.edu/
Concordia Seminary,Saint Louis,Missouri ,MO,63105-3196,38.637181,-90.311324,https://www.csl.edu/
Concordia Theological Seminary,Fort Wayne,Indiana ,IN,46825-4996,41.139321,-85.10994,www.ctsfw.edu/
Concordia University Ann Arbor,Ann Arbor,Michigan ,MI,48105,42.273157,-83.68268,https://www.cuaa.edu/
Concordia University Texas,Austin,Texas ,TX,78726,30.420232,-97.835703,https://www.concordia.edu/
Concordia University-Chicago,River Forest,Illinois ,IL,60305-1499,41.898696,-87.809482,www.cuchicago.edu/
Concordia University-Irvine,Irvine,California ,CA,92612-3203,33.653665,-117.812305,www.cui.edu/
Concordia University-Nebraska,Seward,Nebraska ,NE,68434-1556,40.914853,-97.089054,www.cune.edu/
Concordia University-Saint Paul,Saint Paul,Minnesota ,MN,55104-5494,44.949759,-93.154861,https://www.csp.edu/
Concordia University-Wisconsin,Mequon,Wisconsin ,WI,53097-2402,43.253387,-87.91552,https://www.cuw.edu/
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,New York ,NY,11219-5440,40.624233,-73.994778,yeshivaaleksander.org/
Connecticut Aero Tech  School,Hartford,Connecticut ,CT,06114,nan,nan,ctaero.cttech.org/
Connecticut College,New London,Connecticut ,CT,06320-4196,41.379833,-72.107321,www.conncoll.edu/
Connors State College,Warner,Oklahoma ,OK,74469,35.492873,-95.319541,connorsstate.edu/
Conservatory of Music of Puerto Rico,San Juan,Puerto Rico ,PR,00907-3373,18.454016,-66.078811,cmpr.edu/
Conservatory of Recording Arts and Sciences,Tempe,Arizona ,AZ,85282-1707,33.407853,-111.889544,www.cras.edu/
Construction Training Center,Columbia,South Carolina ,SC,29209,33.968494,-80.948762,www.ctcworks.com/
Continental Academie of Hair Design-Hudson,Hudson,New Hampshire ,NH,03051,42.7768,-71.44515,continentalacademie.com/
Continental School of Beauty Culture-Mattydale,Mattydale,New York ,NY,13211-1003,43.105938,-76.147295,continentalschoolofbeauty.edu/
Continental School of Beauty Culture-Rochester,Rochester,New York ,NY,14623,43.086397,-77.626383,continentalschoolofbeauty.edu/
Continental School of Beauty Culture-West Seneca,West Seneca,New York ,NY,14224,42.828416,-78.754584,continentalschoolofbeauty.edu/
Contra Costa College,San Pablo,California ,CA,94806,37.969381,-122.337377,https://www.contracosta.edu/
Contra Costa Medical Career College,Antioch,California ,CA,94581-6208,37.976815,-121.801607,www.ccmcc.edu/
Converse University,Spartanburg,South Carolina ,SC,29302-0006,34.955534,-81.917881,www.converse.edu/
Conway School of Landscape Design,Northampton,Massachusetts ,MA,01060,42.313857,-72.64875,www.csld.edu/
Cooper Union for the Advancement of Science and Art,New York,New York ,NY,10003-7120,40.728148,-73.991609,www.cooper.edu/
Copiah-Lincoln Community College,Wesson,Mississippi ,MS,39191,31.69272,-90.400234,www.colin.edu/
Copiah-Lincoln Community College Simpson County Center,Mendenhall,Mississippi ,MS,39114,nan,nan,www.colin.edu/
Copiah-Lincoln Community College-Natchez Campus,Natchez,Mississippi ,MS,39120,nan,nan,www.colin.edu/
Copper Mountain Community College,Joshua Tree,California ,CA,92252,34.140464,-116.213939,www.cmccd.edu/
Coppin State University,Baltimore,Maryland ,MD,21216-3698,39.311258,-76.658687,www.coppin.edu/
Corban University,Salem,Oregon ,OR,97317-9392,44.882399,-122.961129,www.corban.edu/
Corinth Academy of Cosmetology,Corinth,Mississippi ,MS,38834,34.934036,-88.520546,cac.edu/
Cornell College,Mount Vernon,Iowa ,IA,52314-1098,41.924554,-91.423741,www.cornellcollege.edu/
Cornell University,Ithaca,New York ,NY,14853,42.4472,-76.483084,www.cornell.edu/
Cornerstone University,Grand Rapids,Michigan ,MI,49525-5897,42.979966,-85.595328,www.cornerstone.edu/
Cornish College of the Arts,Seattle,Washington ,WA,98121,47.618174,-122.336238,www.cornish.edu/
Cortiva Institute,Pompano Beach,Florida ,FL,33064,26.275351,-80.150541,www.cortiva.edu/
Cortiva Institute,King of Prussia,Pennsylvania ,PA,19406,40.08063,-75.378356,www.cortiva.edu/
Cortiva Institute,Cromwell,Connecticut ,CT,06416,41.604041,-72.678562,www.cortiva.edu/
Cortiva Institute,Linthicum,Maryland ,MD,21090,39.215919,-76.672532,www.cortiva.edu/
Cortiva Institute,Maitland,Florida ,FL,32751,28.629921,-81.397179,www.cortiva.edu/
Cortiva Institute,St. Petersburg,Florida ,FL,33713,27.793547,-82.680031,www.cortiva.com/
Cortiva Institute-Arlington,Arlington,Texas ,TX,76017-5818,32.6769,-97.119031,www.cortiva.edu/
Cosmetology & Spa Academy,Crystal Lake,Illinois ,IL,60014,42.24918,-88.294087,www.cosmetologyandspaacademy.edu/
Cosmetology Academy of Texarkana,Texarkana,Texas ,TX,75503,33.457096,-94.132583,cosmetologyacademyoftexarkana.com/
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,Minnesota ,MN,55802,46.785596,-92.100581,www.ccucollege.net/
Cosmetology Concepts Niles,Niles,Illinois ,IL,60714,42.027601,-87.815113,nilesbeautyschool.com/
Cosmetology School of Arts & Sciences,Burley,Idaho ,ID,83318,42.546938,-113.792788,cosmetologyschoolof-art.com/
Cosmetology Training Center,Lafayette,Louisiana ,LA,70503,30.180961,-92.073116,cosmetlafayettela.com/
Cosmo Beauty Academy,Sacramento,California ,CA,95821-6800,38.62883,-121.401027,www.cosmobeautyacademy.edu/
Cossatot Community College of University of Arkansas,De Queen,Arkansas ,AR,71832,34.043389,-94.3673,www.cccua.edu/
Cosumnes River College,Sacramento,California ,CA,95823-5799,38.45295,-121.423108,https://www.crc.losrios.edu/
Cottey College,Nevada,Missouri ,MO,64772,37.836127,-94.371311,https://www.cottey.edu/
County College of Morris,Randolph,New Jersey ,NJ,07869-2086,40.859141,-74.579873,www.ccm.edu/
Covenant College,Lookout Mountain,Georgia ,GA,30750-4164,34.965161,-85.375066,www.covenant.edu/
Covenant School of Nursing and Allied Health,Lubbock,Texas ,TX,79407,33.5757,-101.937872,covenanthealth.org/cson
Covenant Theological Seminary,Saint Louis,Missouri ,MO,63141-8609,38.643066,-90.451323,www.covenantseminary.edu/
Cowley County Community College,Arkansas City,Kansas ,KS,67005,37.061668,-97.043075,www.cowley.edu/
Cox College,Springfield,Missouri ,MO,65802-1917,37.225116,-93.290233,https://coxcollege.edu/
Coyne College,Chicago,Illinois ,IL,60602-3304,41.882558,-87.627413,www.coynecollege.edu/
Cozmo Beauty School,Bonita Springs,Florida ,FL,34135,26.330412,-81.780821,www.cozmo.edu/
Crafton Hills College,Yucaipa,California ,CA,92339-1799,34.039178,-117.101173,www.craftonhills.edu/
Cranbrook Academy of Art,Bloomfield Hills,Michigan ,MI,48304,42.568904,-83.250681,https://cranbrookart.edu/
Crave Beauty Academy,Wichita,Kansas ,KS,67203,37.684374,-97.387374,www.cravebeautyacademy.com/
Craven Community College,New Bern,North Carolina ,NC,28562-4900,35.111516,-77.102232,www.cravencc.edu/
Crawford County Career and Technical Center Practical Nursing Program,Meadville,Pennsylvania ,PA,16335,41.633675,-80.126167,www.crawfordctc.org/
Creative Hair School of Cosmetology,Flint,Michigan ,MI,48507,42.980416,-83.757927,creativehairschool.com/
Creative Images Institute of Cosmetology-North Dayton,Dayton,Ohio ,OH,45414,39.855992,-84.188407,www.creativeimages.edu/
Creative Images Institute of Cosmetology-South Dayton,Dayton,Ohio ,OH,45459,39.627019,-84.174179,www.creativeimages.edu/
Creative Touch Cosmetology School,Waterloo,Illinois ,IL,62298-1609,38.335231,-90.146194,https://creativetouch.edu/
Creighton University,Omaha,Nebraska ,NE,68178,41.265361,-95.947811,https://www.creighton.edu/
Crescent City Bartending School,New Orleans,Louisiana ,LA,70119,29.966842,-90.086679,crescent.edu/
Crevier's Academy of Cosmetology Arts,Kalispell,Montana ,MT,59901,48.201201,-114.319109,www.crevierschool.com/
Criswell College,Dallas,Texas ,TX,75246-1537,32.793513,-96.77669,www.criswell.edu/
Crowder College,Neosho,Missouri ,MO,64850,36.814906,-94.368315,www.crowder.edu/
Crowley's Ridge College,Paragould,Arkansas ,AR,72450,36.064845,-90.584395,www.crc.edu/
Crown College,Saint Bonifacius,Minnesota ,MN,55375-9001,44.885393,-93.743019,www.crown.edu/
Crown Cutz Academy Bristol,Bristol,Virginia ,VA,24201-3323,36.605279,-82.192413,www.bristolschoolofhairdesign.com/
Cuesta College,San Luis Obispo,California ,CA,93403-8106,35.331276,-120.742235,https://www.cuesta.edu/
Culinary Institute Inc,Houston,Texas ,TX,77022-4322,29.823623,-95.378633,www.culinaryinstitute.edu/
Culinary Institute of America,Hyde Park,New York ,NY,12538-1499,41.745806,-73.933231,www.ciachef.edu/
Culinary Institute of America San Antonio,San Antonio,Texas ,TX,78215,nan,nan,www.ciachef.edu/
Culinary Institute of America at Greystone,St. Helena,California ,CA,94574,nan,nan,www.ciachef.edu/
Culinary Tech Center,White Plains,New York ,NY,10601,40.756375,-73.971407,www.culinarytechcenter.edu/
Culpeper Cosmetology Training Center,Culpeper,Virginia ,VA,22701-1055,38.471182,-77.994727,www.culpepercosmetology.com/
Culver-Stockton College,Canton,Missouri ,MO,63435-1299,40.128993,-91.529374,https://www.culver.edu/
Cumberland University,Lebanon,Tennessee ,TN,37087,36.204514,-86.298782,www.cumberland.edu/
Curry College,Milton,Massachusetts ,MA,02186-2395,42.238061,-71.116539,https://www.curry.edu/
Curtis Institute of Music,Philadelphia,Pennsylvania ,PA,19103,39.948857,-75.170727,www.curtis.edu/
Cutting Edge Academy,Succasunna,New Jersey ,NJ,07876-1311,40.86887,-74.644718,www.cuttingedgeacademynj.com/
Cuyahoga Community College District,Cleveland,Ohio ,OH,44115-2878,41.494906,-81.683533,www.tri-c.edu/
Cuyahoga Valley Career Center,Brecksville,Ohio ,OH,44141-1296,41.344555,-81.625375,www.cvccworks.edu/
Cuyamaca College,El Cajon,California ,CA,92019,32.744954,-116.943507,https://www.cuyamaca.edu/
CyberTex Institute of Technology,Austin,Texas ,TX,78752,30.324403,-97.7030305,cybertex.edu/
Cypress College,Cypress,California ,CA,90630-5897,33.82833,-118.025143,www.cypresscollege.edu/
D A Dorsey Technical College,Miami,Florida ,FL,33147-6304,25.839575,-80.225732,dadorsey.dadeschools.net/
D&S School of Cosmetology,Waterford,Michigan ,MI,48328,42.639596,-83.369697,dandsschoolofcosmetology.com/
D'Mart Institute,Barranquitas,Puerto Rico ,PR,00794,18.182628,-66.294065,www.dmartpr.com/
D'Youville College,Buffalo,New York ,NY,14201-1084,42.902636,-78.890868,www.dyc.edu/
DCI Career Institute,Monaca,Pennsylvania ,PA,15061,40.675819,-80.314664,www.dci.edu/
DLP Conemaugh Memorial Medical Center,Johnstown,Pennsylvania ,PA,15905-4398,40.305445,-78.918445,www.conemaugh.org/education
DSDT,Detroit,Michigan ,MI,48216,42.325621,-83.081501,https://dsdt.edu/
Dabney S Lancaster Community College,Clifton Forge,Virginia ,VA,24422-1000,37.812275,-79.852536,www.dslcc.edu/
Daemen University,Amherst,New York ,NY,14226-3592,42.965605,-78.788111,www.daemen.edu/
Dakota College at Bottineau,Bottineau,North Dakota ,ND,58318-1198,48.832505,-100.441103,www.dakotacollege.edu/
Dakota County Technical College,Rosemount,Minnesota ,MN,55068-2999,44.737255,-93.07805,www.dctc.edu/
Dakota State University,Madison,South Dakota ,SD,57042-1799,44.013014,-97.113358,https://dsu.edu/
Dakota Wesleyan University,Mitchell,South Dakota ,SD,57301-4398,43.697432,-98.031188,www.dwu.edu/
Dallas Baptist University,Dallas,Texas ,TX,75211-9299,32.710017,-96.947006,https://www.dbu.edu/
Dallas Barber & Stylist College,Dallas,Texas ,TX,75243,32.909891,-96.737009,www.dallasbarberandstylistcollege.com/
Dallas Christian College,Dallas,Texas ,TX,75234-7299,32.913692,-96.887117,www.dallas.edu/
Dallas College,Dallas,Texas ,TX,75215-3604,32.766319,-96.794036,www.dallascollege.edu/pages/default.aspx
Dallas Institute of Funeral Service,Dallas,Texas ,TX,75227-4314,32.771368,-96.683404,https://www.dallasinstitute.edu/
Dallas Theological Seminary,Dallas,Texas ,TX,75204,32.795361,-96.780497,www.dts.edu/
Dalton Institute of Esthetics and Cosmetology,Dalton,Georgia ,GA,30720-8402,34.762636,-84.970455,www.daltoninstitute.com/
Dalton State College,Dalton,Georgia ,GA,30720-3797,34.774221,-85.002775,https://www.daltonstate.edu/index.cms
Danville Area Community College,Danville,Illinois ,IL,61832-5118,40.127539,-87.587884,www.dacc.edu/
Danville Community College,Danville,Virginia ,VA,24541-4004,36.565286,-79.408803,https://www.danville.edu/
Daoist Traditions College of Chinese Medical Arts,Asheville,North Carolina ,NC,28801,35.606831,-82.568537,daoisttraditions.edu/
Dartmouth College,Hanover,New Hampshire ,NH,03755-3529,43.704115,-72.289949,www.dartmouth.edu/
Davenport University,Grand Rapids,Michigan ,MI,49512-9396,42.850013,-85.533519,www.davenport.edu/
Davenport University - Detroit,Detroit,Michigan ,MI,48202-3046,nan,nan,www.davenport.edu/
Davenport University - Macomb CC,Clinton Township,Michigan ,MI,48038-1139,nan,nan,www.davenport.edu/
Davenport University - Schoolcraft College,Livonia,Michigan ,MI,48152-3932,nan,nan,www.davenport.edu/
Davenport University - Treasury Site Dimondale,Dimondale,Michigan ,MI,48821-5004,nan,nan,www.davenport.edu/
Davenport University - Wayne CCCD,Belleville,Michigan ,MI,48111-1404,nan,nan,www.davenport.edu/
Davenport University-Flint Location,Fenton,Michigan ,MI,48503-9121,nan,nan,www.davenport.edu/
Davenport University-Grand Rapids Downtown,Grand Rapids,Michigan ,MI,49503-9121,nan,nan,davenport.edu/
Davenport University-Holland Location,Holland,Michigan ,MI,49423-9121,nan,nan,www.davenport.edu/
Davenport University-Kalamazoo Location,Kalamazoo,Michigan ,MI,49003-4070,nan,nan,www.davenport.edu/
Davenport University-Lansing Location,Lansing,Michigan ,MI,48933-2197,nan,nan,www.davenport.edu/
Davenport University-Livonia Location,Livonia,Michigan ,MI,48152-9069,nan,nan,www.davenport.edu/
Davenport University-Midland Location,Midland,Michigan ,MI,48642-3799,nan,nan,www.davenport.edu/
Davenport University-Traverse City Location,Traverse City,Michigan ,MI,49684-9121,nan,nan,www.davenport.edu/
Davenport University-Warren Location,Warren,Michigan ,MI,48092-5209,nan,nan,www.davenport.edu/
David Pressley School of Cosmetology,Royal Oak,Michigan ,MI,48067-3219,42.479729,-83.146008,davidpressleyschool.com/
Davidson College,Davidson,North Carolina ,NC,28035,35.499767,-80.843979,https://davidson.edu/
Davidson-Davie Community College,Thomasville,North Carolina ,NC,27360-7385,35.865471,-80.181868,www.davidsondavie.edu/
Davines Professional Academy of Beauty and Business,Lincoln,Nebraska ,NE,68516-2306,40.756017,-96.641266,davinesproacademy.edu/
Davis & Elkins College,Elkins,West Virginia ,WV,26241-3996,38.931232,-79.846022,www.dewv.edu/
Davis College,Toledo,Ohio ,OH,43604-2638,41.652922,-83.532589,www.daviscollege.edu/
Davis College,Johnson City,New York ,NY,13790-2700,42.10601,-75.967044,https://www.davisny.edu/
